Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([99]), u'n_hidden_layers': array([4]), u'learning_rate': array([ 0.00699511]), u'beta': array([ 0.1])}
('Epoch:', '0001', 'training cost=', '51.142869904')
('Epoch:', '0001', 'test cost=', '0.740807593')
('Epoch:', '0002', 'training cost=', '1.198220108')
('Epoch:', '0002', 'test cost=', '0.645483673')
('Epoch:', '0003', 'training cost=', '0.853749099')
('Epoch:', '0003', 'test cost=', '0.641488492')
('Epoch:', '0004', 'training cost=', '0.740481445')
('Epoch:', '0004', 'test cost=', '0.640853882')
('Epoch:', '0005', 'training cost=', '0.692314782')
('Epoch:', '0005', 'test cost=', '0.640796602')
('Epoch:', '0006', 'training cost=', '0.671536339')
('Epoch:', '0006', 'test cost=', '0.640859842')
('Epoch:', '0007', 'training cost=', '0.659022759')
('Epoch:', '0007', 'test cost=', '0.640929699')
('Epoch:', '0008', 'training cost=', '0.650862369')
('Epoch:', '0008', 'test cost=', '0.640811861')
('Epoch:', '0009', 'training cost=', '0.648629812')
('Epoch:', '0009', 'test cost=', '0.640819430')
('Epoch:', '0010', 'training cost=', '0.645228118')
('Epoch:', '0010', 'test cost=', '0.640861094')
('Epoch:', '0011', 'training cost=', '0.642895873')
('Epoch:', '0011', 'test cost=', '0.640790164')
('Epoch:', '0012', 'training cost=', '0.644615498')
